제품명,영문명,카테고리,서브카테고리,종류,도수,국가,지역,향,맛,여운
아드벡 10년,Ardbeg 10yo,위스키,싱글몰트,싱글몰트 위스키,46%,스코틀랜드,아일라섬,"스모키, 다크 초콜릿, 레몬, 라임, 흑후추","피트, 구운 파인애플, 배, 아몬드, 토피","허브, 배, 소나무, 바닐라, 계피, 헤이즐넛"
